Area,Item,Year,Rainfall,Pesticides,Temperature,Rainfall_Category,Temperature_Band,Pesticide_Category,Rainfall_Temp_Index,Pesticide_Efficiency,Log_Pesticides
Thailand,"Rice, paddy",2012,1622.0,69921.0,28.48,High,Warm,Very High,46194.56,0.455722090329224,11.15513561403932
Romania,Soybeans,1999,637.0,11280.0,12.34,Low,Cool,Medium,7860.58,1.6597819342256892,9.33087517360492
India,Sorghum,2004,1083.0,35113.0,26.24,Moderate,Warm,High,28417.92,0.20393575212166087,10.466355190329153
India,Sorghum,2004,1083.0,35113.0,27.23,Moderate,Warm,High,29490.09,0.20393575212166087,10.466355190329153
United Kingdom,Potatoes,1992,1220.0,31077.0,8.05,Moderate,Cold,High,9821.0,7.414441083724822,10.34425545234668
India,Potatoes,2012,1083.0,52980.0,25.88,Moderate,Warm,Very High,28028.039999999997,4.105811517336404,10.877688637695117
Central African Republic,Sorghum,2001,1342.0,22.87,25.28,Moderate,Warm,Low,33925.76,337.1596145789694,3.1726224403507386
Madagascar,Sweet potatoes,2000,1513.0,130.46,19.65,High,Cool,Low,29730.449999999997,428.41168416248286,4.87870262283543
Senegal,Sweet potatoes,2005,686.0,465.95,25.78,Low,Warm,Low,17685.08,493.47039297569336,6.146222185555727
France,Potatoes,2004,867.0,76099.0,11.34,Low,Cool,Very High,9831.78,3.0279369250985546,11.239803543849778
Australia,Sorghum,1995,534.0,25598.0,20.12,Low,Warm,High,10744.08,0.7248330012891129,10.150308567204695
Turkey,Soybeans,1998,593.0,30162.0,19.92,Low,Cool,High,11812.560000000001,0.8648675529622385,10.314371286671152
Cameroon,Cassava,1997,1604.0,630.12,24.98,High,Warm,Low,40067.92,168.83635441754342,6.447496018786834
Colombia,"Rice, paddy",1992,3240.0,15305.94,22.67,Very High,Warm,Medium,73450.8,2.675910404038952,9.636061599308759
Slovenia,Wheat,2006,1162.0,1280.98,10.56,Moderate,Cool,Low,12270.720000000001,32.68927752383033,7.1561610367349
Brazil,Wheat,2001,1761.0,111654.5,25.59,High,Warm,Very High,45063.99,0.1745368566707417,11.62317351713876
Burkina Faso,Sorghum,1993,748.0,17.0,28.58,Low,Warm,Low,21377.84,612.6111111111111,2.8903717578961645
India,"Rice, paddy",2013,1083.0,45620.0,26.71,Moderate,Warm,High,28926.93,0.7906446592577979,10.728123415808568
Brazil,Sweet potatoes,1999,1761.0,111654.5,20.04,High,Warm,Very High,35290.439999999995,0.9803637080125923,11.62317351713876
India,Maize,2007,1083.0,27422.77,24.6,Moderate,Warm,High,26641.800000000003,0.8515240610608972,10.219165434547868
Kenya,Potatoes,1998,630.0,4114.0,16.53,Low,Cool,Medium,10413.900000000001,18.26901579586877,8.32239411311117
Mexico,Cassava,1998,758.0,34468.93,20.31,Low,Warm,High,15394.98,3.3955972640501444,10.44784262875747
Brazil,Sweet potatoes,2001,1761.0,111654.5,24.99,High,Warm,Very High,44007.39,1.0164837379260314,11.62317351713876
El Salvador,Maize,2001,1784.0,2543.7,25.92,High,Warm,Medium,46241.280000000006,7.635870633080521,7.841768043843908
Cameroon,Plantains and others,2013,1604.0,1372.47,25.45,High,Warm,Low,40821.799999999996,86.96513211063947,7.225095663287323
Niger,Sorghum,2011,151.0,10.59,30.1,Very Low,Hot,Low,4545.1,230.88869715271787,2.4501426573516603
Indonesia,Sweet potatoes,2004,2702.0,1597.0,27.32,Very High,Warm,Low,73818.64,64.48873591989988,7.37650812632622
Sri Lanka,Sweet potatoes,1993,1712.0,1753.2,26.37,High,Warm,Medium,45145.44,39.05027932960894,7.469768191517281
Pakistan,Soybeans,1990,494.0,5299.0,19.36,Very Low,Cool,Medium,9563.84,1.0715094339622642,8.575462099540212
Italy,Soybeans,2001,832.0,75978.0,13.23,Low,Cool,Very High,11007.36,0.5017439029205438,11.238212265296752
India,"Rice, paddy",2009,1083.0,28707.01,27.82,Moderate,Warm,High,30129.06,1.1274205352443447,10.264931456884861
Tajikistan,Potatoes,1999,691.0,601.94,8.74,Low,Cold,Low,6039.34,194.26145221746773,6.401817689288922
India,Cassava,2006,1083.0,37423.0,26.13,Moderate,Warm,High,28298.789999999997,6.157171868319795,10.53006748882396
India,Wheat,1992,1083.0,70791.0,25.52,Moderate,Warm,Very High,27638.16,0.33817380494971183,11.167501278947187
Ghana,Plantains and others,2005,1187.0,166.16,27.06,Moderate,Warm,Low,32120.219999999998,575.951184493898,5.118951437579715
Sudan,"Rice, paddy",2012,1712.0,2469.47,26.42,High,Warm,Medium,45231.04,12.850186401777801,7.812163694921242
Guatemala,Cassava,2006,1996.0,15951.27,19.88,High,Cool,High,39680.479999999996,0.8672120018028782,9.677356417835712
Namibia,Potatoes,2006,285.0,56.0,19.42,Very Low,Cool,Low,5534.700000000001,1224.4912280701753,4.04305126783455
Mexico,"Rice, paddy",1999,758.0,34468.93,16.09,Low,Cool,High,12196.22,1.3856134897866053,10.44784262875747
Ecuador,Cassava,2007,2274.0,14156.16,21.99,Very High,Warm,Medium,50005.259999999995,3.1861616312876313,9.557975782160115
South Africa,"Rice, paddy",2005,495.0,26857.0,21.14,Very Low,Warm,High,10464.300000000001,0.9104177526249162,10.198319007141121
India,Cassava,2006,1083.0,37423.0,27.15,Moderate,Warm,High,29403.449999999997,6.157171868319795,10.53006748882396
Pakistan,Maize,2008,494.0,4946.79,26.74,Very Low,Warm,Medium,13209.56,6.90287987161945,8.506696291221257
Italy,Soybeans,1994,832.0,81217.6,8.39,Low,Cold,Very High,6980.4800000000005,0.4124794074263777,11.304899563958017
Spain,Sorghum,1999,636.0,33614.0,17.14,Low,Cool,High,10901.04,1.4874312063067083,10.422727674903138
Denmark,Potatoes,2002,703.0,2868.0,9.54,Low,Cold,Medium,6706.619999999999,80.3157894736842,7.9617188159813645
Morocco,Wheat,1998,346.0,12621.14,18.21,Very Low,Cool,Medium,6300.66,1.1237397145016614,9.443207693827246
Malawi,Wheat,1992,1181.0,173.19,20.89,Moderate,Warm,Low,24671.09,24.335495723061026,5.160146657489371
Germany,Wheat,1993,700.0,25170.0,9.34,Low,Cold,High,6538.0,2.615748281752811,10.13344781717726
Haiti,Yams,2005,1440.0,27.85,27.35,Moderate,Warm,Low,39384.0,1906.4124783362217,3.3621099929541085
Dominican Republic,"Rice, paddy",2011,1410.0,6316.61,26.79,Moderate,Warm,Medium,37773.9,7.923407744384348,8.751096251061693
Mali,Potatoes,2008,282.0,9.99,27.62,Very Low,Warm,Low,7788.84,20966.87898089172,2.39698576841553
Honduras,Sorghum,2007,1976.0,5283.93,24.55,High,Warm,Medium,48510.8,2.175241677751645,8.572614653183509
India,"Rice, paddy",1992,1083.0,70791.0,25.73,Moderate,Warm,Very High,27865.59,0.3685727200813651,11.167501278947187
India,Cassava,2011,1083.0,55540.0,26.0,Moderate,Warm,Very High,28158.0,4.148754973803136,10.924876765740112
Eritrea,Maize,2000,383.0,24.96,24.76,Very Low,Warm,Low,9483.08,90.83204930662558,3.2565568918358894
Switzerland,Wheat,1995,1537.0,1826.3,7.65,High,Cold,Medium,11758.050000000001,32.72478520221091,7.510594746510549
Angola,Wheat,2004,1010.0,40.0,24.22,Moderate,Warm,Low,24462.199999999997,303.4634146341463,3.713572066704308
Saudi Arabia,Potatoes,2013,59.0,5412.5,27.57,Very Low,Warm,Medium,1626.63,42.565068809457834,8.596651112750953
Colombia,"Rice, paddy",2004,3240.0,105514.19,27.3,Very High,Warm,Very High,88452.0,0.45527094250600314,11.566610202576637
Egypt,"Rice, paddy",2009,51.0,9013.0,21.67,Very Low,Warm,Medium,1105.17,10.642334146882627,9.106534203250593
Brazil,Yams,2009,1761.0,111654.5,27.39,High,Warm,Very High,48233.79,0.8472399478753846,11.62317351713876
New Zealand,Wheat,2005,1732.0,4058.0,13.63,High,Cool,Medium,23607.16,19.935944813993594,8.308691916838898
Kazakhstan,Wheat,2013,250.0,8738.38,8.71,Very Low,Cold,Medium,2177.5,1.2314374703926367,9.075594527918243
Guatemala,Potatoes,2006,1996.0,15951.27,19.88,High,Cool,High,39680.479999999996,14.444715391602575,9.677356417835712
Ecuador,Cassava,1997,2274.0,7612.0,22.88,Very High,Warm,Medium,52029.119999999995,4.936030474188888,8.937612591306213
Colombia,Cassava,1990,3240.0,18058.29,22.4,Very High,Warm,High,72576.0,5.1791626359618785,9.801415512798407
Italy,Maize,2012,832.0,61889.0,8.05,Low,Cold,Very High,6697.6,1.2978671837130393,11.033113894733408
Colombia,Yams,1996,3240.0,18131.0,27.12,Very High,Warm,High,87868.8,6.060666225457754,9.80543361206074
Mexico,Sweet potatoes,1995,758.0,34468.93,21.5,Low,Warm,High,16297.0,5.064733232704563,10.44784262875747
Morocco,Sorghum,1991,346.0,9771.14,17.47,Very Low,Cool,Medium,6044.62,0.4821871156164361,9.18729075892257
Kazakhstan,"Rice, paddy",1996,250.0,13047.0,5.98,Very Low,Cold,Medium,1495.0,2.0045217657878602,9.476390144300849
Ghana,"Rice, paddy",2011,1187.0,378.97,27.11,Moderate,Warm,Low,32179.57,61.83382898649893,5.940092302235503
Australia,Wheat,1997,534.0,34091.0,20.16,Low,Warm,High,10765.44,0.5400680511556963,10.436818031642188
Honduras,Sweet potatoes,1993,1976.0,6768.0,24.58,High,Warm,Medium,48570.079999999994,9.531097651056285,8.820108644508608
Argentina,Soybeans,1995,591.0,37842.0,17.62,Low,Cool,High,10413.42,0.5402848611368021,10.54120130120716
Italy,"Rice, paddy",1995,832.0,84153.0,7.43,Low,Cold,Very High,6181.76,0.6560115977850132,11.340403732654421
Switzerland,Soybeans,2007,1537.0,2099.3,8.43,High,Cold,Medium,12956.91,12.403942293958005,7.6498354706512615
Argentina,Cassava,2006,591.0,65872.12,18.1,Low,Cool,Very High,10697.1,1.5180698895088012,11.09548574653699
Australia,Wheat,2001,534.0,32710.0,18.39,Low,Cool,High,9820.26,0.5566628962734248,10.39546669175574
Uruguay,Potatoes,1994,1300.0,2272.08,17.17,Moderate,Cool,Medium,22321.000000000004,41.04826930860331,7.728891019009693
Turkey,Sorghum,2010,593.0,38554.69,19.27,Low,Cool,High,11427.11,1.8406621694489191,10.559858968618398
Iraq,Soybeans,2007,216.0,1062.61,23.92,Very Low,Warm,Low,5166.72,8.637564520830004,6.969424061355505
Canada,Maize,2002,537.0,34226.0,7.48,Low,Cold,High,4016.76,2.0489087562450696,10.440770085264479
Chile,"Rice, paddy",2009,1522.0,9830.72,13.04,High,Cool,Medium,19846.879999999997,5.4683209041754655,9.193369172402598
Brazil,Soybeans,2000,1761.0,111654.5,20.32,High,Warm,Very High,35783.520000000004,0.2152424197643645,11.62317351713876
Japan,Maize,2011,1668.0,51796.3,13.32,High,Cool,Very High,22217.760000000002,0.49803754249738885,10.855093303336972
Mexico,Potatoes,1998,758.0,34468.93,17.07,Low,Cool,High,12939.06,5.94590705580197,10.44784262875747
India,Potatoes,1996,1083.0,56114.0,24.78,Moderate,Warm,Very High,26836.74,3.0279426178383675,10.935158435450356
Uganda,Potatoes,1995,1180.0,88.0,23.72,Moderate,Warm,Low,27989.6,903.370786516854,4.48863636973214
Pakistan,Wheat,2002,494.0,10881.83,19.7,Very Low,Cool,Medium,9731.8,2.0785953653599294,9.294941596881234
Kazakhstan,Wheat,1996,250.0,13047.0,2.3599999999999977,Very Low,Cold,Medium,589.9999999999994,0.5238350705088902,9.476390144300849
Greece,Sweet potatoes,1991,652.0,7420.0,17.07,Low,Cool,Medium,11129.64,27.07963886268697,8.912069097970134
Indonesia,Sweet potatoes,1992,2702.0,825.0,27.01,Very High,Warm,Low,72981.02,114.38377723970945,6.716594773520978
Ecuador,Wheat,2004,2274.0,29799.84,17.73,Very High,Cool,High,40318.020000000004,0.2702272821839921,10.302291860015687
India,"Rice, paddy",1998,1083.0,49157.0,26.27,Moderate,Warm,Very High,28450.41,0.585967696000651,10.80279487936987
India,Sweet potatoes,2008,1083.0,14485.33,25.65,Moderate,Warm,Medium,27778.949999999997,6.139788338385222,9.580960725111565
Brazil,"Rice, paddy",1995,1761.0,92967.22,18.27,High,Cool,Very High,32173.469999999998,0.2760943470790341,11.440012993305555
Pakistan,Sweet potatoes,2012,494.0,990.09,18.74,Very Low,Cool,Low,9257.56,87.33112028171003,6.898805347562547
Mexico,Sweet potatoes,2000,758.0,34468.93,16.11,Low,Cool,High,12211.38,5.458670789293741,10.44784262875747
Jamaica,Maize,1991,2051.0,1415.65,27.24,Very High,Warm,Low,55869.24,8.2356263014859,7.256050208475266
Angola,Cassava,2002,1010.0,40.0,24.79,Moderate,Warm,Low,25037.899999999998,2684.6585365853657,3.713572066704308
Guyana,"Rice, paddy",1997,2387.0,289.9,27.25,Very High,Warm,Low,65045.75,136.84771399106222,5.672979565501156
Brazil,Potatoes,1993,1761.0,75658.33,21.94,High,Warm,Very High,38636.340000000004,1.9308920657901676,11.233996042742048
Brazil,"Rice, paddy",2004,1761.0,111654.5,27.72,High,Warm,Very High,48814.92,0.3185243897524081,11.62317351713876
Ghana,Plantains and others,2007,1187.0,119.86,27.16,Moderate,Warm,Low,32238.920000000002,876.4189971868277,4.794632850933413
Pakistan,Sorghum,2009,494.0,3957.61,26.68,Very Low,Warm,Medium,13179.92,1.5672167755853696,8.283648232529051
Brazil,Potatoes,1993,1761.0,75658.33,20.49,High,Warm,Very High,36082.89,1.9308920657901676,11.233996042742048
Canada,Potatoes,2012,537.0,73508.9,9.24,Low,Cold,Very High,4961.88,1.696846275127568,11.205175370008073
Malaysia,Maize,1996,2875.0,39406.48,27.04,Very High,Warm,High,77740.0,0.45676607588204066,10.581710924982964
Brazil,Yams,2004,1761.0,111654.5,25.94,High,Warm,Very High,45680.340000000004,0.8270528545391853,11.62317351713876
Azerbaijan,Maize,1993,447.0,148.68,10.53,Very Low,Cool,Low,4706.91,92.98503474078032,5.0084996819658345
Switzerland,Maize,1996,1537.0,1746.3,6.66,High,Cold,Medium,10236.42,49.074572197104104,7.465827018344993
India,Soybeans,2013,1083.0,45620.0,28.85,Moderate,Warm,High,31244.550000000003,0.2218934262729883,10.728123415808568
Egypt,Potatoes,1999,51.0,4823.0,22.28,Very Low,Warm,Medium,1136.28,47.76658374792703,8.481358738407021
India,Sweet potatoes,2002,1083.0,42482.56,26.66,Moderate,Warm,High,28872.78,2.01710967724927,10.656872456547575
Guinea,Cassava,2008,1651.0,424.9,27.61,High,Warm,Low,45584.11,176.64005635125616,6.054204576929168
Kazakhstan,Wheat,2008,250.0,7044.9,7.25,Very Low,Cold,Medium,1812.5,1.378816049049802,8.860201166350853
El Salvador,Cassava,1990,1784.0,2524.0,26.06,High,Warm,Medium,46491.04,62.92633663366337,7.83399634170946
Hungary,Sorghum,2007,589.0,11178.0,11.82,Low,Cool,Medium,6961.9800000000005,1.9044637266302888,9.321792297270326
Mozambique,Potatoes,2008,1032.0,890.47,21.76,Moderate,Warm,Low,22456.320000000003,157.04398353281658,6.792871785587235
Mali,Wheat,1997,282.0,24.28,27.38,Very Low,Warm,Low,7721.16,504.4303797468354,3.2300135692786567
Brazil,Sorghum,1992,1761.0,67003.89,27.58,High,Warm,Very High,48568.38,0.2565484399720677,11.11252088078445
India,Cassava,1995,1083.0,61257.0,25.44,Moderate,Warm,Very High,27551.52,3.7615658362989324,11.022849732122834
Cameroon,Yams,1991,1604.0,99.09,24.99,High,Warm,Low,40083.96,499.55040463582776,4.606069781230928
Burkina Faso,Soybeans,2002,748.0,39.47,28.97,Low,Warm,Low,21669.559999999998,274.7467259698542,3.7005609588877744
Argentina,Cassava,1990,591.0,26156.0,17.46,Low,Cool,High,10318.86,3.823068394693581,10.171872120095925
Angola,Sorghum,2011,1010.0,40.0,24.15,Moderate,Warm,Low,24391.5,80.97560975609755,3.713572066704308
India,Cassava,1999,1083.0,46195.0,26.42,Moderate,Warm,Very High,28612.86,4.988007619707334,10.740648493234978
Netherlands,Potatoes,2005,778.0,10703.85,10.48,Low,Cool,Medium,8153.4400000000005,21.525383354274,9.278452188781754
Kazakhstan,"Rice, paddy",2000,250.0,3024.42,7.26,Very Low,Cold,Medium,1815.0,9.824421072115607,8.014805203802355
Papua New Guinea,Sorghum,2000,3142.0,105.0,25.4,Very High,Warm,Low,79806.79999999999,283.2358490566038,4.663439094112067
India,"Rice, paddy",2007,1083.0,27422.77,25.82,Moderate,Warm,High,27963.06,1.2005643279534506,10.219165434547868
Italy,Sorghum,1997,832.0,84799.0,8.18,Low,Cold,Very High,6805.76,0.6779127358490566,11.348050821779994
Canada,Maize,2013,537.0,81659.8,10.11,Low,Cool,Very High,5429.07,1.1741006700889534,11.310329361543678
Lebanon,Sorghum,1995,661.0,1221.0,19.35,Low,Cool,Low,12790.35,12.890343698854338,7.108244139731541
Argentina,Wheat,2004,591.0,65003.34,18.11,Low,Cool,Very High,10703.01,0.39137386826787257,11.082209315879577
Bangladesh,Wheat,1990,2666.0,1266.0,25.98,Very High,Warm,Low,69262.68000000001,11.865824782951854,7.144407180321139
Guatemala,Cassava,2008,1996.0,18091.67,19.51,High,Cool,High,38941.96000000001,0.7093480398415491,9.803262162854768
Turkey,Wheat,1993,593.0,28042.0,11.45,Low,Cool,High,6789.849999999999,0.7717433940733873,10.241494325439769
Ecuador,Sweet potatoes,2013,2274.0,6471.77,17.28,Very High,Cool,Medium,39294.72,2.9528316315889485,8.775359425703504
India,Maize,1995,1083.0,61257.0,27.03,Moderate,Warm,Very High,29273.49,0.26030885761859673,11.022849732122834
India,Soybeans,2000,1083.0,44957.52,26.43,Moderate,Warm,High,28623.69,0.18287968554125003,10.713495565876292
Mexico,Soybeans,2004,758.0,26433.14,19.91,Low,Cool,High,15091.78,0.567826303409152,10.182411635513155
Chile,Wheat,1998,1522.0,15373.0,13.19,High,Cool,Medium,20075.18,2.851957850917133,9.640433049909078
India,Cassava,2012,1083.0,52980.0,26.21,Moderate,Warm,Very High,28385.43,4.349219531530172,10.877688637695117
Bulgaria,Potatoes,2008,608.0,1846.0,9.9,Low,Cold,Medium,6019.2,88.04439631835409,7.52131798019924
Ecuador,"Rice, paddy",1999,2274.0,14216.0,17.02,Very High,Cool,Medium,38703.479999999996,2.4776675810649222,9.562193710635698
Colombia,Plantains and others,1996,3240.0,18131.0,22.07,Very High,Warm,High,71506.8,3.824509155084933,9.80543361206074
India,Potatoes,1996,1083.0,56114.0,25.55,Moderate,Warm,Very High,27670.65,3.0279426178383675,10.935158435450356
Mozambique,Maize,2000,1032.0,34.69,21.51,Moderate,Warm,Low,22198.320000000003,263.3510787335388,3.574870537502069
India,Soybeans,1994,1083.0,61357.0,25.71,Moderate,Warm,Very High,27843.93,0.14840770559666222,11.024480840985804
Zambia,Potatoes,1991,1020.0,1080.0,20.84,Moderate,Warm,Low,21256.8,84.09713228492137,6.985641817639208
Greece,Sorghum,1998,652.0,10702.0,18.15,Low,Cool,Medium,11833.8,1.7986545828272447,9.278279354984376
New Zealand,Maize,2000,1732.0,3634.3,13.4,High,Cool,Medium,23208.8,28.129727945424037,8.198446917511234
United Kingdom,Wheat,2009,1220.0,21324.22,8.64,Moderate,Cold,High,10540.800000000001,3.71785144537782,9.967645688836559
India,"Rice, paddy",1991,1083.0,72133.0,27.35,Moderate,Warm,Very High,29620.050000000003,0.3641971885657249,11.186280779387824
Colombia,Wheat,1995,3240.0,20156.23,22.27,Very High,Warm,High,72154.8,1.0513845404353674,9.9113183119513
Mauritius,Cassava,1996,2041.0,517.61,23.89,Very High,Warm,Low,48759.49,269.9523726885328,6.251152155602805
Spain,"Rice, paddy",1999,636.0,33614.0,12.09,Low,Cool,High,7689.24,2.2426892756210024,10.422727674903138
Indonesia,Potatoes,1998,2702.0,1597.0,25.81,Very High,Warm,Low,69738.62,96.01501877346684,7.37650812632622
Pakistan,Maize,2011,494.0,1979.27,23.36,Very Low,Warm,Medium,11539.84,20.14725264736627,7.590988478028269
Haiti,Plantains and others,1995,1440.0,12.32,27.3,Moderate,Warm,Low,39312.0,4999.024024024024,2.589266665112243
Canada,Soybeans,2006,537.0,36572.75,8.31,Low,Cold,High,4462.47,0.7888171161010288,10.507086048954335
Bulgaria,Sorghum,2001,608.0,2747.25,9.55,Low,Cold,Medium,5806.400000000001,7.531338124260893,7.918719624458973
Brazil,Maize,1993,1761.0,75658.33,18.69,High,Cool,Very High,32913.090000000004,0.33467121635890773,11.233996042742048
Colombia,Soybeans,1993,3240.0,14961.81,27.42,Very High,Warm,Medium,88840.8,1.4277398429840384,9.613323068114427
Zimbabwe,Sweet potatoes,1992,657.0,3303.0,21.93,Low,Warm,Medium,14408.01,6.053268765133172,8.102889134640868
Mexico,Cassava,1994,758.0,34468.93,22.83,Low,Warm,High,17305.14,2.1833522725459553,10.44784262875747
Rwanda,Soybeans,1990,1212.0,157.0,19.39,Moderate,Cool,Low,23500.68,42.62658227848101,5.062595033026967
Italy,Potatoes,1999,832.0,81583.0,7.64,Low,Cold,Very High,6356.48,2.824401843498725,11.309388443294937
India,"Rice, paddy",1993,1083.0,66388.0,27.04,Moderate,Warm,Very High,29284.32,0.426320625404811,11.103286659090351
Denmark,Maize,2011,703.0,4249.48,9.31,Low,Cold,Medium,6544.93,12.273907888050292,8.354787196717558
Malawi,Cassava,1998,1181.0,131.59,20.92,Moderate,Warm,Low,24706.52,414.352515272645,4.887261660126628
Algeria,Wheat,1992,89.0,1215.47,16.27,Very Low,Cool,Low,1448.03,8.170361784507632,7.103708501007039
India,Soybeans,1998,1083.0,49157.0,27.32,Moderate,Warm,Very High,29587.56,0.2237886000244111,10.80279487936987
Argentina,Wheat,1995,591.0,37842.0,17.62,Low,Cool,High,10413.42,0.5727611447295404,10.54120130120716
Jamaica,Sweet potatoes,1993,2051.0,1415.65,27.02,Very High,Warm,Low,55418.02,108.20033176860903,7.256050208475266
Mozambique,"Rice, paddy",1998,1032.0,51.98,22.22,Moderate,Warm,Low,22931.039999999997,199.1694979237448,3.9699144838439238
Pakistan,Wheat,2005,494.0,7914.31,22.8,Very Low,Warm,Medium,11263.2,3.2668335163120585,8.97655413768838
Chile,"Rice, paddy",2005,1522.0,9830.72,6.22,High,Cold,Medium,9466.84,4.747592486360475,9.193369172402598
Mexico,"Rice, paddy",1996,758.0,34468.93,20.79,Low,Warm,High,15758.82,1.317438126506204,10.44784262875747
India,Maize,2007,1083.0,27422.77,25.58,Moderate,Warm,High,27703.14,0.8515240610608972,10.219165434547868
Australia,Wheat,1990,534.0,17866.0,18.05,Low,Cool,High,9638.7,0.9147590530027425,9.790710714933168
Canada,Soybeans,1991,537.0,29477.5,7.89,Low,Cold,High,4236.929999999999,0.8282307444408636,10.291416463054876
Burundi,Cassava,1990,1274.0,92.08,21.15,Moderate,Warm,Low,26945.1,955.8336914482167,4.533459338434091
Rwanda,"Rice, paddy",2002,1212.0,106.34,19.77,Moderate,Cool,Low,23961.239999999998,304.2481833426495,4.676001366748682
India,Wheat,2005,1083.0,35342.0,25.4,Moderate,Warm,High,27508.199999999997,0.7361005008063831,10.472855631914229
Kenya,"Rice, paddy",2007,630.0,1578.0,16.6,Low,Cool,Low,10458.0,18.18556048131729,7.364547014255642
Kenya,Potatoes,2005,630.0,1578.0,17.28,Low,Cool,Low,10886.400000000001,126.6624445851805,7.364547014255642
Switzerland,Soybeans,2004,1537.0,1390.7,7.67,High,Cold,Low,11788.789999999999,20.439749946109075,7.2382813004258075
Peru,"Rice, paddy",1991,1738.0,3134.0,17.15,High,Cool,Medium,29806.699999999997,16.400637958532695,8.050384453067021
Pakistan,Wheat,2001,494.0,11871.0,27.7,Very Low,Warm,Medium,13683.8,1.9587264150943395,9.381937965407161
Uganda,Sweet potatoes,2007,1180.0,88.0,23.68,Moderate,Warm,Low,27942.4,515.8651685393259,4.48863636973214
India,Potatoes,2009,1083.0,28707.01,27.14,Moderate,Warm,High,29392.62,6.5522827949412035,10.264931456884861
Portugal,Wheat,2006,854.0,15702.0,16.84,Low,Cool,High,14381.36,1.5186270139463798,9.661607055884954
Algeria,"Rice, paddy",1997,89.0,401.22,17.84,Very Low,Cool,Low,1587.76,37.29302371836308,5.996999202606457
Indonesia,Cassava,2012,2702.0,1597.0,27.48,Very High,Warm,Low,74250.96,133.92866082603254,7.37650812632622
Mexico,"Rice, paddy",1994,758.0,34468.93,19.79,Low,Cool,High,15000.82,1.2345542912329674,10.44784262875747
Mexico,Soybeans,2001,758.0,31373.3,16.37,Low,Cool,High,12408.460000000001,0.5260037674147312,10.353744365428224
India,Wheat,2010,1083.0,40093.69,26.81,Moderate,Warm,High,29035.23,0.7081985170604885,10.598999185573879
Nicaragua,Maize,2005,2280.0,9391.92,27.2,Very High,Warm,Medium,62016.0,1.4927200487175447,9.147711492977516
India,Potatoes,1997,1083.0,52279.0,25.58,Moderate,Warm,Very High,27703.14,3.709123947972456,10.864369167738158
Brazil,"Rice, paddy",1992,1761.0,67003.89,21.35,High,Warm,Very High,37597.350000000006,0.31861853664710144,11.11252088078445
Lebanon,Sorghum,1990,661.0,1221.0,19.4,Low,Cool,Low,12823.4,10.229132569558102,7.108244139731541
Greece,"Rice, paddy",1996,652.0,7296.0,17.46,Low,Cool,Medium,11383.92,10.629162669590242,8.89521858376562
Malawi,Potatoes,1992,1181.0,173.19,20.89,Moderate,Warm,Low,24671.09,780.5844193122452,5.160146657489371
Brazil,Yams,1997,1761.0,110276.11,19.12,High,Cool,Very High,33670.32,0.8322035280032275,11.610751658773312
Pakistan,Sweet potatoes,2006,494.0,6925.13,23.28,Very Low,Warm,Medium,11500.32,17.111142874881065,8.843056494638944
Mexico,"Rice, paddy",2011,758.0,65961.1,23.55,Low,Warm,Very High,17850.9,0.7725951720760861,11.096835613643993
Brazil,Yams,2010,1761.0,111654.5,22.12,High,Warm,Very High,38953.32,0.8538047834634209,11.62317351713876
Indonesia,"Rice, paddy",1992,2702.0,825.0,27.01,Very High,Warm,Low,72981.02,52.59806295399516,6.716594773520978
South Africa,Sorghum,2008,495.0,26857.0,18.91,Very Low,Cool,High,9360.45,1.0938267927619332,10.198319007141121
Dominican Republic,Yams,1992,1410.0,4971.0,26.45,Moderate,Warm,Medium,37294.5,10.98592115848753,8.511577452630602
Kenya,Sorghum,2001,630.0,1578.0,16.1,Low,Cool,Low,10143.0,5.426852438252058,7.364547014255642
India,Sorghum,2006,1083.0,37423.0,25.31,Moderate,Warm,High,27410.73,0.23522338606241983,10.53006748882396
South Africa,Sorghum,2013,495.0,26857.0,21.31,Very Low,Warm,High,10548.449999999999,0.8752327053391913,10.198319007141121
Argentina,Cassava,1993,591.0,26156.0,17.32,Low,Cool,High,10236.12,3.823068394693581,10.171872120095925
Pakistan,Sweet potatoes,2010,494.0,2968.44,19.52,Very Low,Cool,Medium,9642.88,36.84768845304165,7.996128661829994
Canada,Wheat,2000,537.0,39667.0,5.14,Low,Cold,High,2760.18,0.6162649994958153,10.588300096306016
India,"Rice, paddy",1996,1083.0,56114.0,25.41,Moderate,Warm,Very High,27519.03,0.5030027621847991,10.935158435450356
Burundi,Soybeans,2004,1274.0,508.26,21.71,Moderate,Warm,Low,27658.54,14.727251305816283,6.232958691634785
Mali,Sweet potatoes,2005,282.0,14.84,28.13,Very Low,Warm,Low,7932.66,10079.861111111111,2.7625383863862796
Pakistan,"Rice, paddy",1999,494.0,20450.0,27.14,Very Low,Warm,High,13407.16,1.503300572099164,9.925787060030896
Dominican Republic,Maize,2009,1410.0,5975.25,26.91,Moderate,Warm,Medium,37943.1,2.4505333612215017,8.695548559940313
Brazil,Sweet potatoes,1991,1761.0,58349.44,20.13,High,Warm,Very High,35448.93,1.7395584334925323,10.974222178388928
Mexico,Potatoes,2011,758.0,65961.1,25.28,Low,Warm,Very High,19162.24,3.493309036552808,11.096835613643993
India,"Rice, paddy",1991,1083.0,72133.0,25.96,Moderate,Warm,Very High,28114.68,0.3641971885657249,11.186280779387824
